step_time,total_stopped,avg_wait_time,avg_speed
2810,6,-0.04000000000000001,7.5704776648250665
2811,6,-0.03125,7.74226586942253
2812,6,-0.037500000000000006,7.879046211982578
2813,6,-0.02875,8.002813964295783
2814,4,-0.038125000000000006,8.274755937243752
2815,2,-0.04312500000000001,9.186628816165037
2816,1,-0.035,9.90325076131446
2817,1,-0.04,10.749461907143582
2818,0,-0.036875,10.971375189671933
2819,0,-0.028125,11.891459705393252
2820,0,-0.030625,12.358074387784523
2821,0,-0.036250000000000004,12.614914065080365
2822,0,-0.03875,12.910264479120933
2823,0,-0.043125,13.110022178703245
2824,0,-0.0475,12.593689569451662
2825,0,-0.051875000000000004,11.560276067486157
2826,1,-0.05562500000000001,10.869485491081157
2827,3,-0.058124999999999996,10.01033721273479
2828,3,-0.06,9.656649687822478
2829,3,-0.06125,9.35501313275704
2830,4,-0.061875,9.388282917506329
2831,4,-0.0625,8.986019549251406
2832,5,-0.0625,8.567680648825453
2833,5,-0.0625,7.959180756905725
2834,5,-0.0625,7.254113018914432
2835,6,-0.061875,6.532095196633569
2836,7,-0.06125,5.701689841622902
2837,7,-0.060625000000000005,5.66119204317224
2838,7,-0.060625000000000005,4.86130576733502
2839,7,-0.060625000000000005,4.866565048839628
2840,7,-0.060625000000000005,4.005920259655975
2841,7,-0.060625000000000005,2.888288631751296
2842,7,-0.060000000000000005,1.3809137797943833
2843,7,-0.058750000000000004,1.4131999434841727
2844,7,-0.056875,1.5820506622851045
2845,7,-0.054375,1.5348807408310623
2846,7,-0.051875000000000004,0.0
2847,7,-0.04875,0.0
2848,7,-0.045625,0.0
2849,7,-0.0425,0.0
2850,7,-0.039375,0.0
2851,7,-0.035625000000000004,1.4290404268805796e-05
2852,7,-0.031875,0.0
2853,7,-0.028125,0.0
2854,6,-0.021875,0.6867291617839199
2855,6,-0.019375,0.5747309472111175
2856,6,-0.016875,0.6204126178518459
2857,6,-0.014374999999999999,1.0964437111279517
2858,6,-0.011875,1.759807170631363
2859,6,-0.010625,1.5672107820868342
2860,5,-0.010625,2.2307480754434112
2861,4,-0.010625,3.1798742437074905
2862,3,-0.011250000000000001,3.5770999018899405
2863,2,-0.013125000000000001,4.802551280592956
2864,1,-0.015000000000000001,6.559786068405016
2865,1,-0.00875,7.562807013741412
2866,1,-0.01,8.61964899669789
2867,1,-0.0043749999999999995,8.562599011904059
2868,1,-0.005,8.625031318953729
2869,1,-0.000625,8.902880947850063
2870,1,-0.000625,9.761054768585112
2871,1,0.006875,9.254936952436655
2872,1,0.00625,9.480031876749079
2873,1,0.005625,8.656385622556423
2874,0,0.0,9.383226801014521
2875,0,0.0,10.95370315318961
2876,0,0.0,12.794315981294233
2877,0,0.0,13.046103849101906
2878,0,0.0,12.986199567763661
2879,0,0.0,12.484546429487157
2880,0,0.0,12.614566162032995
2881,0,0.0,12.576073732419545
2882,0,0.0,12.71302718075024
2883,0,0.0,12.832278811993516
2884,0,0.0,12.882780676094184
2885,0,0.0,12.610595477878148
2886,0,0.0,12.110251949126463
2887,0,0.0,12.232640923507807
2888,0,0.0,12.15724650226984
2889,0,0.0,12.711731673362715
2890,0,0.0,12.559335929350228
2891,0,0.0,11.891829289184416
2892,0,0.0,13.041849231181432
2893,0,0.0,13.449720744167713
2894,0,0.0,11.896600236918598
2895,0,0.0,12.016651645512606
2896,0,0.0,12.067634859390377
2897,0,0.0,12.503360578825518
2898,0,0.0,11.799498547020189
2899,0,0.0,12.18579783509514
2900,0,0.0,10.928747080036148
2901,0,0.0,11.353144009483687
2902,0,0.0,
2903,0,0.0,
2904,0,0.0,
2905,0,0.0,
2906,0,0.0,
2907,0,0.0,
2908,0,0.0,
2909,0,0.0,
2910,0,0.0,
2911,0,0.0,
2912,0,0.0,
2913,0,0.0,
2914,0,0.0,
2915,0,0.0,
2916,0,0.0,
2917,0,0.0,
2918,0,0.0,
2919,0,0.0,
2920,0,0.0,
2921,0,0.0,
2922,0,0.0,
2923,0,0.0,
2924,0,0.0,
2925,0,0.0,
2926,0,0.0,
2927,0,0.0,
2928,0,0.0,
2929,0,0.0,
2930,0,0.0,
2931,0,0.0,
2932,0,0.0,
2933,0,0.0,
2934,0,0.0,
2935,0,0.0,
2936,0,0.0,
2937,0,0.0,
2938,0,0.0,
2939,0,0.0,
2940,0,0.0,
2941,0,0.0,
2942,0,0.0,
2943,0,0.0,
2944,0,0.0,
2945,0,0.0,
2946,0,0.0,
2947,0,0.0,
2948,0,0.0,
2949,0,0.0,
2950,0,0.0,
2951,0,0.0,
2952,0,0.0,
2953,0,0.0,
2954,0,0.0,
2955,0,0.0,
2956,0,0.0,
2957,0,0.0,
2958,0,0.0,
2959,0,0.0,
2960,0,0.0,
2961,0,0.0,
2962,0,0.0,
2963,0,0.0,
2964,0,0.0,
2965,0,0.0,
2966,0,0.0,
2967,0,0.0,
2968,0,0.0,
2969,0,0.0,
2970,0,0.0,
2971,0,0.0,
2972,0,0.0,
2973,0,0.0,
2974,0,0.0,
2975,0,0.0,
2976,0,0.0,
2977,0,0.0,
2978,0,0.0,
2979,0,0.0,
2980,0,0.0,
2981,0,0.0,
2982,0,0.0,
2983,0,0.0,
2984,0,0.0,
2985,0,0.0,
2986,0,0.0,
2987,0,0.0,
2988,0,0.0,
2989,0,0.0,
2990,0,0.0,
2991,0,0.0,
2992,0,0.0,
2993,0,0.0,
2994,0,0.0,
2995,0,0.0,
2996,0,0.0,
2997,0,0.0,
2998,0,0.0,
2999,0,0.0,
3000,0,0.0,
3001,0,0.0,
3002,0,0.0,
3003,0,0.0,
3004,0,0.0,
3005,0,0.0,
3006,0,0.0,
3007,0,0.0,
3008,0,0.0,
3009,0,0.0,
3010,0,0.0,
3011,0,0.0,
3012,0,0.0,
3013,0,0.0,
3014,0,0.0,
3015,0,0.0,
3016,0,0.0,
3017,0,0.0,
3018,0,0.0,
3019,0,0.0,
3020,0,0.0,
3021,0,0.0,
3022,0,0.0,
3023,0,0.0,
3024,0,0.0,
3025,0,0.0,
3026,0,0.0,
3027,0,0.0,
3028,0,0.0,
3029,0,0.0,
3030,0,0.0,
3031,0,0.0,
3032,0,0.0,
3033,0,0.0,
3034,0,0.0,
3035,0,0.0,
3036,0,0.0,
3037,0,0.0,
3038,0,0.0,
3039,0,0.0,
3040,0,0.0,
3041,0,0.0,
3042,0,0.0,
3043,0,0.0,
3044,0,0.0,
3045,0,0.0,
3046,0,0.0,
3047,0,0.0,
3048,0,0.0,
3049,0,0.0,
3050,0,0.0,
3051,0,0.0,
3052,0,0.0,
3053,0,0.0,
3054,0,0.0,
3055,0,0.0,
3056,0,0.0,
3057,0,0.0,
3058,0,0.0,
3059,0,0.0,
3060,0,0.0,
3061,0,0.0,
3062,0,0.0,
3063,0,0.0,
3064,0,0.0,
3065,0,0.0,
3066,0,0.0,
3067,0,0.0,
3068,0,0.0,
3069,0,0.0,
3070,0,0.0,
3071,0,0.0,
3072,0,0.0,
3073,0,0.0,
3074,0,0.0,
3075,0,0.0,
3076,0,0.0,
3077,0,0.0,
3078,0,0.0,
3079,0,0.0,
3080,0,0.0,
3081,0,0.0,
3082,0,0.0,
3083,0,0.0,
3084,0,0.0,
3085,0,0.0,
3086,0,0.0,
3087,0,0.0,
3088,0,0.0,
3089,0,0.0,
3090,0,0.0,
3091,0,0.0,
3092,0,0.0,
3093,0,0.0,
3094,0,0.0,
3095,0,0.0,
3096,0,0.0,
3097,0,0.0,
3098,0,0.0,
3099,0,0.0,
3100,0,0.0,
3101,0,0.0,
3102,0,0.0,
3103,0,0.0,
3104,0,0.0,
3105,0,0.0,
3106,0,0.0,
3107,0,0.0,
3108,0,0.0,
3109,0,0.0,
3110,0,0.0,
3111,0,0.0,
3112,0,0.0,
3113,0,0.0,
3114,0,0.0,
3115,0,0.0,
3116,0,0.0,
3117,0,0.0,
3118,0,0.0,
3119,0,0.0,
3120,0,0.0,
3121,0,0.0,
3122,0,0.0,
3123,0,0.0,
3124,0,0.0,
3125,0,0.0,
3126,0,0.0,
3127,0,0.0,
3128,0,0.0,
3129,0,0.0,
3130,0,0.0,
3131,0,0.0,
3132,0,0.0,
3133,0,0.0,
3134,0,0.0,
3135,0,0.0,
3136,0,0.0,
3137,0,0.0,
3138,0,0.0,
3139,0,0.0,
3140,0,0.0,
3141,0,0.0,
3142,0,0.0,
3143,0,0.0,
3144,0,0.0,
3145,0,0.0,
3146,0,0.0,
3147,0,0.0,
3148,0,0.0,
3149,0,0.0,
3150,0,0.0,
3151,0,0.0,
3152,0,0.0,
3153,0,0.0,
3154,0,0.0,
3155,0,0.0,
3156,0,0.0,
3157,0,0.0,
3158,0,0.0,
3159,0,0.0,
3160,0,0.0,
3161,0,0.0,
3162,0,0.0,
3163,0,0.0,
3164,0,0.0,
3165,0,0.0,
3166,0,0.0,
3167,0,0.0,
3168,0,0.0,
3169,0,0.0,
3170,0,0.0,
3171,0,0.0,
3172,0,0.0,
3173,0,0.0,
3174,0,0.0,
3175,0,0.0,
3176,0,0.0,
3177,0,0.0,
3178,0,0.0,
3179,0,0.0,
3180,0,0.0,
3181,0,0.0,
3182,0,0.0,
3183,0,0.0,
3184,0,0.0,
3185,0,0.0,
3186,0,0.0,
3187,0,0.0,
3188,0,0.0,
3189,0,0.0,
3190,0,0.0,
3191,0,0.0,
3192,0,0.0,
3193,0,0.0,
3194,0,0.0,
3195,0,0.0,
3196,0,0.0,
3197,0,0.0,
3198,0,0.0,
3199,0,0.0,
3200,0,0.0,
3201,0,0.0,
3202,0,0.0,
3203,0,0.0,
3204,0,0.0,
3205,0,0.0,
3206,0,0.0,
3207,0,0.0,
3208,0,0.0,
3209,0,0.0,
3210,0,0.0,
3211,0,0.0,
3212,0,0.0,
3213,0,0.0,
3214,0,0.0,
3215,0,0.0,
3216,0,0.0,
3217,0,0.0,
3218,0,0.0,
3219,0,0.0,
3220,0,0.0,
3221,0,0.0,
3222,0,0.0,
3223,0,0.0,
3224,0,0.0,
3225,0,0.0,
3226,0,0.0,
3227,0,0.0,
3228,0,0.0,
3229,0,0.0,
3230,0,0.0,
3231,0,0.0,
3232,0,0.0,
3233,0,0.0,
3234,0,0.0,
3235,0,0.0,
3236,0,0.0,
3237,0,0.0,
3238,0,0.0,
3239,0,0.0,
3240,0,0.0,
3241,0,0.0,
3242,0,0.0,
3243,0,0.0,
3244,0,0.0,
3245,0,0.0,
3246,0,0.0,
3247,0,0.0,
3248,0,0.0,
3249,0,0.0,
3250,0,0.0,
3251,0,0.0,
3252,0,0.0,
3253,0,0.0,
3254,0,0.0,
3255,0,0.0,
3256,0,0.0,
3257,0,0.0,
3258,0,0.0,
3259,0,0.0,
3260,0,0.0,
3261,0,0.0,
3262,0,0.0,
3263,0,0.0,
3264,0,0.0,
3265,0,0.0,
3266,0,0.0,
3267,0,0.0,
3268,0,0.0,
3269,0,0.0,
3270,0,0.0,
3271,0,0.0,
3272,0,0.0,
3273,0,0.0,
3274,0,0.0,
3275,0,0.0,
3276,0,0.0,
3277,0,0.0,
3278,0,0.0,
3279,0,0.0,
3280,0,0.0,
3281,0,0.0,
3282,0,0.0,
3283,0,0.0,
3284,0,0.0,
3285,0,0.0,
3286,0,0.0,
3287,0,0.0,
3288,0,0.0,
3289,0,0.0,
3290,0,0.0,
3291,0,0.0,
3292,0,0.0,
3293,0,0.0,
3294,0,0.0,
3295,0,0.0,
3296,0,0.0,
3297,0,0.0,
3298,0,0.0,
3299,0,0.0,
3300,0,0.0,
3301,0,0.0,
3302,0,0.0,
3303,0,0.0,
3304,0,0.0,
3305,0,0.0,
3306,0,0.0,
3307,0,0.0,
3308,0,0.0,
3309,0,0.0,
3310,0,0.0,
3311,0,0.0,
3312,0,0.0,
3313,0,0.0,
3314,0,0.0,
3315,0,0.0,
3316,0,0.0,
3317,0,0.0,
3318,0,0.0,
3319,0,0.0,
3320,0,0.0,
3321,0,0.0,
3322,0,0.0,
3323,0,0.0,
3324,0,0.0,
3325,0,0.0,
3326,0,0.0,
3327,0,0.0,
3328,0,0.0,
3329,0,0.0,
3330,0,0.0,
3331,0,0.0,
3332,0,0.0,
3333,0,0.0,
3334,0,0.0,
3335,0,0.0,
3336,0,0.0,
3337,0,0.0,
3338,0,0.0,
3339,0,0.0,
3340,0,0.0,
3341,0,0.0,
3342,0,0.0,
3343,0,0.0,
3344,0,0.0,
3345,0,0.0,
3346,0,0.0,
3347,0,0.0,
3348,0,0.0,
3349,0,0.0,
3350,0,0.0,
3351,0,0.0,
3352,0,0.0,
3353,0,0.0,
3354,0,0.0,
3355,0,0.0,
3356,0,0.0,
3357,0,0.0,
3358,0,0.0,
3359,0,0.0,
3360,0,0.0,
3361,0,0.0,
3362,0,0.0,
3363,0,0.0,
3364,0,0.0,
3365,0,0.0,
3366,0,0.0,
3367,0,0.0,
3368,0,0.0,
3369,0,0.0,
3370,0,0.0,
3371,0,0.0,
3372,0,0.0,
3373,0,0.0,
3374,0,0.0,
3375,0,0.0,
3376,0,0.0,
3377,0,0.0,
3378,0,0.0,
3379,0,0.0,
3380,0,0.0,
3381,0,0.0,
3382,0,0.0,
3383,0,0.0,
3384,0,0.0,
3385,0,0.0,
3386,0,0.0,
3387,0,0.0,
3388,0,0.0,
3389,0,0.0,
3390,0,0.0,
3391,0,0.0,
3392,0,0.0,
3393,0,0.0,
3394,0,0.0,
3395,0,0.0,
3396,0,0.0,
3397,0,0.0,
3398,0,0.0,
3399,0,0.0,
3400,0,0.0,
3401,0,0.0,
3402,0,0.0,
3403,0,0.0,
3404,0,0.0,
3405,0,0.0,
3406,0,0.0,
3407,0,0.0,
3408,0,0.0,
3409,0,0.0,
3410,0,0.0,
3411,0,0.0,
3412,0,0.0,
3413,0,0.0,
3414,0,0.0,
3415,0,0.0,
3416,0,0.0,
3417,0,0.0,
3418,0,0.0,
3419,0,0.0,
3420,0,0.0,
3421,0,0.0,
3422,0,0.0,
3423,0,0.0,
3424,0,0.0,
3425,0,0.0,
3426,0,0.0,
3427,0,0.0,
3428,0,0.0,
3429,0,0.0,
3430,0,0.0,
3431,0,0.0,
3432,0,0.0,
3433,0,0.0,
3434,0,0.0,
3435,0,0.0,
3436,0,0.0,
3437,0,0.0,
3438,0,0.0,
3439,0,0.0,
3440,0,0.0,
3441,0,0.0,
3442,0,0.0,
3443,0,0.0,
3444,0,0.0,
3445,0,0.0,
3446,0,0.0,
3447,0,0.0,
3448,0,0.0,
3449,0,0.0,
3450,0,0.0,
3451,0,0.0,
3452,0,0.0,
3453,0,0.0,
3454,0,0.0,
3455,0,0.0,
3456,0,0.0,
3457,0,0.0,
3458,0,0.0,
3459,0,0.0,
3460,0,0.0,
3461,0,0.0,
3462,0,0.0,
3463,0,0.0,
3464,0,0.0,
3465,0,0.0,
3466,0,0.0,
3467,0,0.0,
3468,0,0.0,
3469,0,0.0,
3470,0,0.0,
3471,0,0.0,
3472,0,0.0,
3473,0,0.0,
3474,0,0.0,
3475,0,0.0,
3476,0,0.0,
3477,0,0.0,
3478,0,0.0,
3479,0,0.0,
3480,0,0.0,
3481,0,0.0,
3482,0,0.0,
3483,0,0.0,
3484,0,0.0,
3485,0,0.0,
3486,0,0.0,
3487,0,0.0,
3488,0,0.0,
3489,0,0.0,
3490,0,0.0,
3491,0,0.0,
3492,0,0.0,
3493,0,0.0,
3494,0,0.0,
3495,0,0.0,
3496,0,0.0,
3497,0,0.0,
3498,0,0.0,
3499,0,0.0,
3500,0,0.0,
3501,0,0.0,
3502,0,0.0,
3503,0,0.0,
3504,0,0.0,
3505,0,0.0,
3506,0,0.0,
3507,0,0.0,
3508,0,0.0,
3509,0,0.0,
3510,0,0.0,
3511,0,0.0,
3512,0,0.0,
3513,0,0.0,
3514,0,0.0,
3515,0,0.0,
3516,0,0.0,
3517,0,0.0,
3518,0,0.0,
3519,0,0.0,
3520,0,0.0,
3521,0,0.0,
3522,0,0.0,
3523,0,0.0,
3524,0,0.0,
3525,0,0.0,
3526,0,0.0,
3527,0,0.0,
3528,0,0.0,
3529,0,0.0,
3530,0,0.0,
3531,0,0.0,
3532,0,0.0,
3533,0,0.0,
3534,0,0.0,
3535,0,0.0,
3536,0,0.0,
3537,0,0.0,
3538,0,0.0,
3539,0,0.0,
3540,0,0.0,
3541,0,0.0,
3542,0,0.0,
3543,0,0.0,
3544,0,0.0,
3545,0,0.0,
3546,0,0.0,
3547,0,0.0,
3548,0,0.0,
3549,0,0.0,
3550,0,0.0,
3551,0,0.0,
3552,0,0.0,
3553,0,0.0,
3554,0,0.0,
3555,0,0.0,
3556,0,0.0,
3557,0,0.0,
3558,0,0.0,
3559,0,0.0,
3560,0,0.0,
3561,0,0.0,
3562,0,0.0,
3563,0,0.0,
3564,0,0.0,
3565,0,0.0,
3566,0,0.0,
3567,0,0.0,
3568,0,0.0,
3569,0,0.0,
3570,0,0.0,
3571,0,0.0,
3572,0,0.0,
3573,0,0.0,
3574,0,0.0,
3575,0,0.0,
3576,0,0.0,
3577,0,0.0,
3578,0,0.0,
3579,0,0.0,
3580,0,0.0,
3581,0,0.0,
3582,0,0.0,
3583,0,0.0,
3584,0,0.0,
3585,0,0.0,
3586,0,0.0,
3587,0,0.0,
3588,0,0.0,
3589,0,0.0,
3590,0,0.0,
3591,0,0.0,
3592,0,0.0,
3593,0,0.0,
3594,0,0.0,
3595,0,0.0,
3596,0,0.0,
3597,0,0.0,
3598,0,0.0,
3599,0,0.0,
3600,0,0.0,
3601,0,0.0,
3602,0,0.0,
3603,0,0.0,
3604,0,0.0,
3605,0,0.0,
3606,0,0.0,
3607,0,0.0,
3608,0,0.0,
3609,0,0.0,
3610,0,0.0,
3611,0,0.0,
3612,0,0.0,
3613,0,0.0,
3614,0,0.0,
3615,0,0.0,
3616,0,0.0,
3617,0,0.0,
3618,0,0.0,
3619,0,0.0,
3620,0,0.0,
3621,0,0.0,
3622,0,0.0,
3623,0,0.0,
3624,0,0.0,
3625,0,0.0,
3626,0,0.0,
3627,0,0.0,
3628,0,0.0,
3629,0,0.0,
3630,0,0.0,
3631,0,0.0,
3632,0,0.0,
3633,0,0.0,
3634,0,0.0,
3635,0,0.0,
3636,0,0.0,
3637,0,0.0,
3638,0,0.0,
3639,0,0.0,
3640,0,0.0,
3641,0,0.0,
3642,0,0.0,
3643,0,0.0,
3644,0,0.0,
3645,0,0.0,
3646,0,0.0,
3647,0,0.0,
3648,0,0.0,
3649,0,0.0,
3650,0,0.0,
3651,0,0.0,
3652,0,0.0,
3653,0,0.0,
3654,0,0.0,
3655,0,0.0,
3656,0,0.0,
3657,0,0.0,
3658,0,0.0,
3659,0,0.0,
3660,0,0.0,
3661,0,0.0,
3662,0,0.0,
3663,0,0.0,
3664,0,0.0,
3665,0,0.0,
3666,0,0.0,
3667,0,0.0,
3668,0,0.0,
3669,0,0.0,
3670,0,0.0,
3671,0,0.0,
3672,0,0.0,
3673,0,0.0,
3674,0,0.0,
3675,0,0.0,
3676,0,0.0,
3677,0,0.0,
3678,0,0.0,
3679,0,0.0,
3680,0,0.0,
3681,0,0.0,
3682,0,0.0,
3683,0,0.0,
3684,0,0.0,
3685,0,0.0,
3686,0,0.0,
3687,0,0.0,
3688,0,0.0,
3689,0,0.0,
3690,0,0.0,
3691,0,0.0,
3692,0,0.0,
3693,0,0.0,
3694,0,0.0,
3695,0,0.0,
3696,0,0.0,
3697,0,0.0,
3698,0,0.0,
3699,0,0.0,
3700,0,0.0,
3701,0,0.0,
3702,0,0.0,
3703,0,0.0,
3704,0,0.0,
3705,0,0.0,
3706,0,0.0,
3707,0,0.0,
3708,0,0.0,
3709,0,0.0,
3710,0,0.0,
3711,0,0.0,
3712,0,0.0,
3713,0,0.0,
3714,0,0.0,
3715,0,0.0,
3716,0,0.0,
3717,0,0.0,
3718,0,0.0,
3719,0,0.0,
3720,0,0.0,
3721,0,0.0,
3722,0,0.0,
3723,0,0.0,
3724,0,0.0,
3725,0,0.0,
3726,0,0.0,
3727,0,0.0,
3728,0,0.0,
3729,0,0.0,
3730,0,0.0,
3731,0,0.0,
3732,0,0.0,
3733,0,0.0,
3734,0,0.0,
3735,0,0.0,
3736,0,0.0,
3737,0,0.0,
3738,0,0.0,
3739,0,0.0,
3740,0,0.0,
3741,0,0.0,
3742,0,0.0,
3743,0,0.0,
3744,0,0.0,
3745,0,0.0,
3746,0,0.0,
3747,0,0.0,
3748,0,0.0,
3749,0,0.0,
3750,0,0.0,
3751,0,0.0,
3752,0,0.0,
3753,0,0.0,
3754,0,0.0,
3755,0,0.0,
3756,0,0.0,
3757,0,0.0,
3758,0,0.0,
3759,0,0.0,
3760,0,0.0,
3761,0,0.0,
3762,0,0.0,
3763,0,0.0,
3764,0,0.0,
3765,0,0.0,
3766,0,0.0,
3767,0,0.0,
3768,0,0.0,
3769,0,0.0,
3770,0,0.0,
3771,0,0.0,
3772,0,0.0,
3773,0,0.0,
3774,0,0.0,
3775,0,0.0,
3776,0,0.0,
3777,0,0.0,
3778,0,0.0,
3779,0,0.0,
3780,0,0.0,
3781,0,0.0,
3782,0,0.0,
3783,0,0.0,
3784,0,0.0,
3785,0,0.0,
3786,0,0.0,
3787,0,0.0,
3788,0,0.0,
3789,0,0.0,
3790,0,0.0,
3791,0,0.0,
3792,0,0.0,
3793,0,0.0,
3794,0,0.0,
3795,0,0.0,
3796,0,0.0,
3797,0,0.0,
3798,0,0.0,
3799,0,0.0,
3800,0,0.0,
3801,0,0.0,
3802,0,0.0,
3803,0,0.0,
3804,0,0.0,
3805,0,0.0,
3806,0,0.0,
3807,0,0.0,
3808,0,0.0,
3809,0,0.0,
3810,0,0.0,
3811,0,0.0,
3812,0,0.0,
3813,0,0.0,
3814,0,0.0,
3815,0,0.0,
3816,0,0.0,
3817,0,0.0,
3818,0,0.0,
3819,0,0.0,
3820,0,0.0,
3821,0,0.0,
3822,0,0.0,
3823,0,0.0,
3824,0,0.0,
3825,0,0.0,
3826,0,0.0,
3827,0,0.0,
3828,0,0.0,
3829,0,0.0,
3830,0,0.0,
3831,0,0.0,
3832,0,0.0,
3833,0,0.0,
3834,0,0.0,
3835,0,0.0,
3836,0,0.0,
3837,0,0.0,
3838,0,0.0,
3839,0,0.0,
3840,0,0.0,
3841,0,0.0,
3842,0,0.0,
3843,0,0.0,
3844,0,0.0,
3845,0,0.0,
3846,0,0.0,
3847,0,0.0,
3848,0,0.0,
3849,0,0.0,
3850,0,0.0,
3851,0,0.0,
3852,0,0.0,
3853,0,0.0,
3854,0,0.0,
3855,0,0.0,
3856,0,0.0,
3857,0,0.0,
3858,0,0.0,
3859,0,0.0,
3860,0,0.0,
3861,0,0.0,
3862,0,0.0,
3863,0,0.0,
3864,0,0.0,
3865,0,0.0,
3866,0,0.0,
3867,0,0.0,
3868,0,0.0,
3869,0,0.0,
3870,0,0.0,
3871,0,0.0,
3872,0,0.0,
3873,0,0.0,
3874,0,0.0,
3875,0,0.0,
3876,0,0.0,
3877,0,0.0,
3878,0,0.0,
3879,0,0.0,
3880,0,0.0,
3881,0,0.0,
3882,0,0.0,
3883,0,0.0,
3884,0,0.0,
3885,0,0.0,
3886,0,0.0,
3887,0,0.0,
3888,0,0.0,
3889,0,0.0,
3890,0,0.0,
3891,0,0.0,
3892,0,0.0,
3893,0,0.0,
3894,0,0.0,
3895,0,0.0,
3896,0,0.0,
3897,0,0.0,
3898,0,0.0,
3899,0,0.0,
3900,0,0.0,
3901,0,0.0,
3902,0,0.0,
3903,0,0.0,
3904,0,0.0,
3905,0,0.0,
3906,0,0.0,
3907,0,0.0,
3908,0,0.0,
3909,0,0.0,
3910,0,0.0,
3911,0,0.0,
3912,0,0.0,
3913,0,0.0,
3914,0,0.0,
3915,0,0.0,
3916,0,0.0,
3917,0,0.0,
3918,0,0.0,
3919,0,0.0,
3920,0,0.0,
3921,0,0.0,
3922,0,0.0,
3923,0,0.0,
3924,0,0.0,
3925,0,0.0,
3926,0,0.0,
3927,0,0.0,
3928,0,0.0,
3929,0,0.0,
3930,0,0.0,
3931,0,0.0,
3932,0,0.0,
3933,0,0.0,
3934,0,0.0,
3935,0,0.0,
3936,0,0.0,
3937,0,0.0,
3938,0,0.0,
3939,0,0.0,
3940,0,0.0,
3941,0,0.0,
3942,0,0.0,
3943,0,0.0,
3944,0,0.0,
3945,0,0.0,
3946,0,0.0,
3947,0,0.0,
3948,0,0.0,
3949,0,0.0,
3950,0,0.0,
3951,0,0.0,
3952,0,0.0,
3953,0,0.0,
3954,0,0.0,
3955,0,0.0,
3956,0,0.0,
3957,0,0.0,
3958,0,0.0,
3959,0,0.0,
3960,0,0.0,
3961,0,0.0,
3962,0,0.0,
3963,0,0.0,
3964,0,0.0,
3965,0,0.0,
3966,0,0.0,
3967,0,0.0,
3968,0,0.0,
3969,0,0.0,
3970,0,0.0,
3971,0,0.0,
3972,0,0.0,
3973,0,0.0,
3974,0,0.0,
3975,0,0.0,
3976,0,0.0,
3977,0,0.0,
3978,0,0.0,
3979,0,0.0,
3980,0,0.0,
3981,0,0.0,
3982,0,0.0,
3983,0,0.0,
3984,0,0.0,
3985,0,0.0,
3986,0,0.0,
3987,0,0.0,
3988,0,0.0,
3989,0,0.0,
3990,0,0.0,
3991,0,0.0,
3992,0,0.0,
3993,0,0.0,
3994,0,0.0,
3995,0,0.0,
3996,0,0.0,
3997,0,0.0,
3998,0,0.0,
3999,0,0.0,
4000,0,0.0,
4001,0,0.0,
4002,0,0.0,
4003,0,0.0,
4004,0,0.0,
4005,0,0.0,
4006,0,0.0,
4007,0,0.0,
4008,0,0.0,
4009,0,0.0,
4010,0,0.0,
4011,0,0.0,
4012,0,0.0,
4013,0,0.0,
4014,0,0.0,
4015,0,0.0,
4016,0,0.0,
4017,0,0.0,
4018,0,0.0,
4019,0,0.0,
4020,0,0.0,
4021,0,0.0,
4022,0,0.0,
4023,0,0.0,
4024,0,0.0,
4025,0,0.0,
4026,0,0.0,
4027,0,0.0,
4028,0,0.0,
4029,0,0.0,
4030,0,0.0,
4031,0,0.0,
4032,0,0.0,
4033,0,0.0,
4034,0,0.0,
4035,0,0.0,
4036,0,0.0,
4037,0,0.0,
4038,0,0.0,
4039,0,0.0,
4040,0,0.0,
4041,0,0.0,
4042,0,0.0,
4043,0,0.0,
4044,0,0.0,
4045,0,0.0,
4046,0,0.0,
4047,0,0.0,
4048,0,0.0,
4049,0,0.0,
4050,0,0.0,
4051,0,0.0,
4052,0,0.0,
4053,0,0.0,
4054,0,0.0,
4055,0,0.0,
4056,0,0.0,
4057,0,0.0,
4058,0,0.0,
4059,0,0.0,
4060,0,0.0,
4061,0,0.0,
4062,0,0.0,
4063,0,0.0,
4064,0,0.0,
4065,0,0.0,
4066,0,0.0,
4067,0,0.0,
4068,0,0.0,
4069,0,0.0,
4070,0,0.0,
4071,0,0.0,
4072,0,0.0,
4073,0,0.0,
4074,0,0.0,
4075,0,0.0,
4076,0,0.0,
4077,0,0.0,
4078,0,0.0,
4079,0,0.0,
4080,0,0.0,
4081,0,0.0,
4082,0,0.0,
4083,0,0.0,
4084,0,0.0,
4085,0,0.0,
4086,0,0.0,
4087,0,0.0,
4088,0,0.0,
4089,0,0.0,
4090,0,0.0,
4091,0,0.0,
4092,0,0.0,
4093,0,0.0,
4094,0,0.0,
4095,0,0.0,
4096,0,0.0,
4097,0,0.0,
4098,0,0.0,
4099,0,0.0,
4100,0,0.0,
4101,0,0.0,
4102,0,0.0,
4103,0,0.0,
4104,0,0.0,
4105,0,0.0,
4106,0,0.0,
4107,0,0.0,
4108,0,0.0,
4109,0,0.0,
4110,0,0.0,
4111,0,0.0,
4112,0,0.0,
4113,0,0.0,
4114,0,0.0,
4115,0,0.0,
4116,0,0.0,
4117,0,0.0,
4118,0,0.0,
4119,0,0.0,
4120,0,0.0,
4121,0,0.0,
4122,0,0.0,
